case_id,round,company,series_id,series_label,point_type,period_label,year_before_correction,year_after_correction,year_correction_method,year,month_before_correction,month_after_correction,month,sales_oku_yen,page,pdf_url
s1_outline_1,1次,株式会社岩崎電機製作所,s1_outline_1_sales_01,会社全体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,168,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_1.pdf
s1_outline_1,1次,株式会社岩崎電機製作所,s1_outline_1_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,260,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_1.pdf
s1_outline_10,1次,株式会社プレジィール,s1_outline_10_sales_01,会社全体,baseline,2023年9月期,2023,2023,existing_normalized_year,2023,9,9,9,223,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_10.pdf
s1_outline_10,1次,株式会社プレジィール,s1_outline_10_sales_01,会社全体,target,2029年9月期,2029,2029,existing_normalized_year,2029,9,9,9,800,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_10.pdf
s1_outline_100,1次,マリンフード株式会社,s1_outline_100_sales_01,会社全体,baseline,2023年,2023,2023,existing_normalized_year,2023,,,,362,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_100.pdf
s1_outline_100,1次,マリンフード株式会社,s1_outline_100_sales_01,会社全体,target,2038年まで,2038,2038,existing_normalized_year,2038,,,,1000,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_100.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_01,長期・連結,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,271,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_01,長期・連結,target,2041年度,2041,2041,existing_normalized_year,2041,,,,1000,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_02,中期・連結,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,271,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_02,中期・連結,target,2026年度,2026,2026,existing_normalized_year,2026,,,,400,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_03,中期・単体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,191,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_03,中期・単体,target,2026年度,2026,2026,existing_normalized_year,2026,,,,290,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_105,1次,中外医薬生産株式会社,s1_outline_105_sales_01,会社全体,target,2030年,2030,2030,existing_normalized_year,2030,,,,120,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_105.pdf
s1_outline_106,1次,株式会社シーエル,s1_outline_106_sales_01,単体,baseline,2023年,2023,2023,existing_normalized_year,2023,,,,81,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf
s1_outline_106,1次,株式会社シーエル,s1_outline_106_sales_01,単体,target,2029年,2029,2029,existing_normalized_year,2029,,,,157,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf
s1_outline_106,1次,株式会社シーエル,s1_outline_106_sales_02,グループ合計,baseline,2023年,2023,2023,existing_normalized_year,2023,,,,149,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf
s1_outline_106,1次,株式会社シーエル,s1_outline_106_sales_02,グループ合計,target,2029年,2029,2029,existing_normalized_year,2029,,,,268,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf
s1_outline_107,1次,株式会社ササキ,s1_outline_107_sales_01,会社全体,target,2030年,2030,2030,existing_normalized_year,2030,,,,110,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_107.pdf
s1_outline_108,1次,株式会社ミラプロ,s1_outline_108_sales_01,会社全体,target,2034年,2034,2034,existing_normalized_year,2034,,,,1000,2,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_108.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_01,会社全体,baseline,23/12期,,2023,two_digit_year_assume_2000s,2023,12,12,12,39,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_01,会社全体,target,2030年時点,2030,2030,existing_normalized_year,2030,,,,101,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_02,既存事業,baseline,23/12期,,2023,two_digit_year_assume_2000s,2023,12,12,12,23,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_02,既存事業,target,2030年時点,2030,2030,existing_normalized_year,2030,,,,32,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_03,補助事業,baseline,23/12期,,2023,two_digit_year_assume_2000s,2023,12,12,12,16,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_03,補助事業,target,2030年時点,2030,2030,existing_normalized_year,2030,,,,69,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_11,1次,大峰堂薬品工業株式会社,s1_outline_11_sales_02,会社全体（2035 KGI）,target,2035年まで,2035,2035,existing_normalized_year,2035,,,,200,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_11.pdf
s1_outline_110,1次,株式会社菰下鎔断,s1_outline_110_sales_01,会社全体,baseline,2024年3月度,2024,2024,existing_normalized_year,2024,3,3,3,123,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_110.pdf
s1_outline_110,1次,株式会社菰下鎔断,s1_outline_110_sales_01,会社全体,target,2028年3月度,2028,2028,existing_normalized_year,2028,3,3,3,205,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_110.pdf
s1_outline_112,1次,株式会社八芳園,s1_outline_112_sales_01,会社全体,baseline,23/9期（実績）,,2023,two_digit_year_assume_2000s,2023,9,9,9,85.7,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_112.pdf
s1_outline_112,1次,株式会社八芳園,s1_outline_112_sales_01,会社全体,target,29/9期,,2029,two_digit_year_assume_2000s,2029,9,9,9,140,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_112.pdf
s1_outline_114,1次,株式会社中西製作所,s1_outline_114_sales_01,会社全体,target,2030年,2030,2030,existing_normalized_year,2030,,,,450,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_114.pdf
s1_outline_115,1次,株式会社国際エキスプレス,s1_outline_115_sales_01,会社全体,baseline,2024年,2024,2024,existing_normalized_year,2024,,,,104,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_115.pdf
s1_outline_115,1次,株式会社国際エキスプレス,s1_outline_115_sales_01,会社全体,target,2030年,2030,2030,existing_normalized_year,2030,,,,248.6,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_115.pdf
s1_outline_117,1次,信越理研株式会社,s1_outline_117_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,120,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_117.pdf
s1_outline_117,1次,信越理研株式会社,s1_outline_117_sales_01,会社全体,baseline,,,,missing,,,,,49,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_117.pdf
s1_outline_12,1次,株式会社松岡,s1_outline_12_sales_01,会社全体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,600,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_12.pdf
s1_outline_12,1次,株式会社松岡,s1_outline_12_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,948,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_12.pdf
s1_outline_120,1次,旭陽電気株式会社,s1_outline_120_sales_01,会社全体,target,2029年3月期,2029,2029,existing_normalized_year,2029,3,3,3,140,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_120.pdf
s1_outline_120,1次,旭陽電気株式会社,s1_outline_120_sales_01,会社全体,baseline,現状,,,unresolved_relative_or_missing_context,,,,,60,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_120.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_sales_01,会社全体売上高,baseline,21/3期,,2021,two_digit_year_assume_2000s,2021,3,3,3,266,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_sales_01,会社全体売上高,target,30/3期,,2030,two_digit_year_assume_2000s,2030,3,3,3,581,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_01,全社売上高,baseline,2024年2月期,2024,2024,existing_normalized_year,2024,2,2,2,55.9,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_01,全社売上高,target,2029年2月期まで,2029,2029,existing_normalized_year,2029,2,2,2,107.9,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_02,PUMA. AT WORK,baseline,2024年2月期,2024,2024,existing_normalized_year,2024,2,2,2,9,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_02,PUMA. AT WORK,target,2029年2月期まで,2029,2029,existing_normalized_year,2029,2,2,2,51,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_04,国内長期目標,target,今後10年以内,,,relative_year_requires_anchor,2010,,,,150,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_128,1次,株式会社ただおザウルス,s1_outline_128_sales_01,補助事業（全社）の成長目標,baseline,2023/7期,2023,2023,existing_normalized_year,2023,7,7,7,5.95,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_128.pdf
s1_outline_128,1次,株式会社ただおザウルス,s1_outline_128_sales_01,補助事業（全社）の成長目標,target,2029/7期,2029,2029,existing_normalized_year,2029,7,7,7,22.66,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_128.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_sales_01,会社全体,baseline,2023年9月決算,2023,2023,existing_normalized_year,2023,9,9,9,12,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_sales_01,会社全体,target,2033年9月決算,2033,2033,existing_normalized_year,2033,9,9,9,45,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_136,1次,まねき食品株式会社,s1_outline_136_sales_01,会社全体,baseline,直近2023年8月期,2023,2023,existing_normalized_year,2023,8,8,8,47.89,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_136.pdf
s1_outline_136,1次,まねき食品株式会社,s1_outline_136_sales_01,会社全体,target,2030年8月まで,2030,2030,existing_normalized_year,2030,8,8,8,100,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_136.pdf
s1_outline_137,1次,総武機械株式会社,s1_outline_137_sales_01,会社全体,baseline,2023年5月期,2023,2023,existing_normalized_year,2023,5,5,5,21.39,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_137.pdf
s1_outline_137,1次,総武機械株式会社,s1_outline_137_sales_01,会社全体,target,2030年5月期,2030,2030,existing_normalized_year,2030,5,5,5,55,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_137.pdf
s1_outline_139,1次,川﨑工業株式会社,s1_outline_139_sales_01,会社全体・2030目標,baseline,2023年8月期実績,2023,2023,existing_normalized_year,2023,8,8,8,117.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_139.pdf
s1_outline_139,1次,川﨑工業株式会社,s1_outline_139_sales_01,会社全体・2030目標,target,2030年3月期,2030,2030,existing_normalized_year,2030,3,3,3,194.1,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_139.pdf
s1_outline_139,1次,川﨑工業株式会社,s1_outline_139_sales_02,会社全体・2040目標,baseline,2023年8月期実績,2023,2023,existing_normalized_year,2023,8,8,8,117.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_139.pdf
s1_outline_139,1次,川﨑工業株式会社,s1_outline_139_sales_02,会社全体・2040目標,target,2040年3月期,2040,2040,existing_normalized_year,2040,3,3,3,230,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_139.pdf
s1_outline_14,1次,日華化学株式会社,s1_outline_14_sales_01,日華グループ連結売上,baseline,2023年,2023,2023,existing_normalized_year,2023,,,,500,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf
s1_outline_14,1次,日華化学株式会社,s1_outline_14_sales_01,日華グループ連結売上,target,2030年,2030,2030,existing_normalized_year,2030,,,,700,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf
s1_outline_14,1次,日華化学株式会社,s1_outline_14_sales_02,化学品事業,baseline,2023年,2023,2023,existing_normalized_year,2023,,,,361,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf
s1_outline_14,1次,日華化学株式会社,s1_outline_14_sales_02,化学品事業,target,2030年,2030,2030,existing_normalized_year,2030,,,,450,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf
s1_outline_14,1次,日華化学株式会社,s1_outline_14_sales_03,化粧品事業,baseline,2023年,2023,2023,existing_normalized_year,2023,,,,139,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf
s1_outline_14,1次,日華化学株式会社,s1_outline_14_sales_03,化粧品事業,target,2030年,2030,2030,existing_normalized_year,2030,,,,250,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf
s1_outline_140,1次,新生電子株式会社,s1_outline_140_sales_01,会社全体・成長目標,target,2030年3月期（2029年度）,2030,2030,existing_normalized_year,2030,3,3,3,300,2,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_140.pdf
s1_outline_140,1次,新生電子株式会社,s1_outline_140_sales_01,会社全体・成長目標,baseline,2023年3月期（直前期）,,,unresolved_relative_or_missing_context,,,,,160,2,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_140.pdf
s1_outline_141,1次,共栄フード株式会社,s1_outline_141_sales_01,会社全体,baseline,2023,2023,2023,existing_normalized_year,2023,,,,146.7,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_141.pdf
s1_outline_141,1次,共栄フード株式会社,s1_outline_141_sales_01,会社全体,target,2029,2029,2029,existing_normalized_year,2029,,,,300.4,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_141.pdf
s1_outline_145,1次,株式会社小松電業所,s1_outline_145_sales_01,当社単体,baseline,2023,2023,2023,existing_normalized_year,2023,,,,155,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_145.pdf
s1_outline_145,1次,株式会社小松電業所,s1_outline_145_sales_01,当社単体,target,2029,2029,2029,existing_normalized_year,2029,,,,246,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_145.pdf
s1_outline_145,1次,株式会社小松電業所,s1_outline_145_sales_02,グループ全体,baseline,2023,2023,2023,existing_normalized_year,2023,,,,228,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_145.pdf
s1_outline_145,1次,株式会社小松電業所,s1_outline_145_sales_02,グループ全体,target,2029,2029,2029,existing_normalized_year,2029,,,,346,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_145.pdf
s1_outline_147,1次,株式会社ｂｕｄ梱包出荷サポート,s1_outline_147_sales_01,会社全体,target,2029年10月期,,2029,four_digit_year_from_label,2029,,10,10,55,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_147.pdf
s1_outline_148,1次,株式会社しばた工芸,s1_outline_148_sales_01,会社全体,target,2031年2月期,,2031,four_digit_year_from_label,2031,,2,2,70,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_148.pdf
s1_outline_148,1次,株式会社しばた工芸,s1_outline_148_sales_01,会社全体,baseline,補助事業前,,,unresolved_relative_or_missing_context,,,,,25,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_148.pdf
s1_outline_149,1次,株式会社共同物流サービス,s1_outline_149_sales_01,会社全体,baseline,2023,2023,2023,existing_normalized_year,2023,,,,57.8,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_149.pdf
s1_outline_149,1次,株式会社共同物流サービス,s1_outline_149_sales_01,会社全体,target,2029,2029,2029,existing_normalized_year,2029,,,,100,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_149.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_01,単体,baseline,2023,2023,2023,existing_normalized_year,2023,,,,120,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_01,単体,target,2029,2029,2029,existing_normalized_year,2029,,,,185,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_02,連結,baseline,2023,2023,2023,existing_normalized_year,2023,,,,125,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_02,連結,target,2029,2029,2029,existing_normalized_year,2029,,,,200,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_03,単体・長期,baseline,2023,2023,2023,existing_normalized_year,2023,,,,120,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_03,単体・長期,target,2032,2032,2032,existing_normalized_year,2032,,,,200,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_04,連結・長期,baseline,2023,2023,2023,existing_normalized_year,2023,,,,125,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_150,1次,三笠産業株式会社,s1_outline_150_sales_04,連結・長期,target,2032,2032,2032,existing_normalized_year,2032,,,,230,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_150.pdf
s1_outline_151,1次,四国医療サービス株式会社,s1_outline_151_sales_01,会社全体,baseline,2023/12期,,2023,four_digit_year_from_label,2023,,12,12,115.33,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_151.pdf
s1_outline_151,1次,四国医療サービス株式会社,s1_outline_151_sales_01,会社全体,target,2028/12期,,2028,four_digit_year_from_label,2028,,12,12,154.13,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_151.pdf
s1_outline_151,1次,四国医療サービス株式会社,s1_outline_151_sales_02,補助事業,baseline,2023/12期,,2023,four_digit_year_from_label,2023,,12,12,44.14,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_151.pdf
s1_outline_151,1次,四国医療サービス株式会社,s1_outline_151_sales_02,補助事業,target,2028/12期,,2028,four_digit_year_from_label,2028,,12,12,79.94,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_151.pdf
s1_outline_153,1次,株式会社越後屋,s1_outline_153_sales_01,会社全体（FC含む）,target,2040年10月期,,2040,four_digit_year_from_label,2040,,10,10,1000,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_153.pdf
s1_outline_153,1次,株式会社越後屋,s1_outline_153_sales_01,会社全体（FC含む）,baseline,,,,missing,,,,,35,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_153.pdf
s1_outline_154,1次,中央観光株式会社,s1_outline_154_sales_01,会社全体,target,2030,2030,2030,existing_normalized_year,2030,,,,100,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_154.pdf
s1_outline_155,1次,株式会社スギノマシン,s1_outline_155_sales_01,会社全体,target,2029,2029,2029,existing_normalized_year,2029,,,,365,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_155.pdf
s1_outline_156,1次,株式会社ダイセイ,s1_outline_156_sales_01,会社全体,baseline,2023,2023,2023,existing_normalized_year,2023,,,,18.06877,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_156.pdf
s1_outline_156,1次,株式会社ダイセイ,s1_outline_156_sales_01,会社全体,target,2031,2031,2031,existing_normalized_year,2031,,,,30,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_156.pdf
s1_outline_158,1次,平和食品工業株式会社,s1_outline_158_sales_01,会社全体,baseline,2025,2025,2025,existing_normalized_year,2025,,,,63,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_158.pdf
s1_outline_158,1次,平和食品工業株式会社,s1_outline_158_sales_01,会社全体,target,2032,2032,2032,existing_normalized_year,2032,,,,135,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_158.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_01,コンソーシアム全体,baseline,23年度,,2023,two_digit_year_assume_2000s,2023,,,,55.6,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_01,コンソーシアム全体,target,29年度,,2029,two_digit_year_assume_2000s,2029,,,,82,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_02,浦島観光ホテル,baseline,23年度,,2023,two_digit_year_assume_2000s,2023,,,,35.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_02,浦島観光ホテル,target,29年度,,2029,two_digit_year_assume_2000s,2029,,,,49.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_03,丸峰観光ホテル,baseline,23年度,,2023,two_digit_year_assume_2000s,2023,,,,7.6,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_03,丸峰観光ホテル,target,29年度,,2029,two_digit_year_assume_2000s,2029,,,,14.6,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_04,みちのホテルズ,baseline,23年度,,2023,two_digit_year_assume_2000s,2023,,,,12.7,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,s1_outline_159_sales_04,みちのホテルズ,target,29年度,,2029,two_digit_year_assume_2000s,2029,,,,18,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_162,1次,信光陸運株式会社,s1_outline_162_sales_01,会社全体,baseline,2024年5月期,2024,2024,existing_normalized_year,2024,5,5,5,28.82,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_162.pdf
s1_outline_162,1次,信光陸運株式会社,s1_outline_162_sales_01,会社全体,target,2034年5月期,2034,2034,existing_normalized_year,2034,5,5,5,62.01,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_162.pdf
s1_outline_164,1次,株式会社福砂屋グループ,s1_outline_164_sales_01,グループ連結,target,2033年度,2033,2033,existing_normalized_year,2033,,,,134.3,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_164.pdf
s1_outline_164,1次,株式会社福砂屋グループ,s1_outline_164_sales_02,東京連結,target,2033年度,2033,2033,existing_normalized_year,2033,,,,88,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_164.pdf
s1_outline_167,1次,銘建工業株式会社,s1_outline_167_sales_01,会社全体,baseline,2023年12月期,2023,2023,existing_normalized_year,2023,12,12,12,300,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_167.pdf
s1_outline_167,1次,銘建工業株式会社,s1_outline_167_sales_01,会社全体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,436,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_167.pdf
s1_outline_21,1次,株式会社くまさんメディクス,s1_outline_21_sales_01,会社全体,baseline,2023年8月期,2023,2023,existing_normalized_year,2023,8,8,8,306,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf
s1_outline_21,1次,株式会社くまさんメディクス,s1_outline_21_sales_01,会社全体,target,2030年8月期,2030,2030,existing_normalized_year,2030,8,8,8,500,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_sales_01,会社全体,baseline,2023年5月期,2023,2023,existing_normalized_year,2023,5,5,5,145,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_sales_01,会社全体,target,2030年5月期,2030,2030,existing_normalized_year,2030,5,5,5,231,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_sales_02,補助事業（尾道工場）,target,2030年5月期,2030,2030,existing_normalized_year,2030,5,5,5,80,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_sales_01,グループ全体（連結）,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,1701,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_sales_01,グループ全体（連結）,target,2030年度,2030,2030,existing_normalized_year,2030,,,,3000,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_sales_02,フジキン単体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,836,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_sales_02,フジキン単体,target,2030年度,2030,2030,existing_normalized_year,2030,,,,1420,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_sales_01,グループ全社,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,209,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_sales_01,グループ全社,target,2029年度,2029,2029,existing_normalized_year,2029,,,,500,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_sales_02,日本リファイン単体,baseline,2023年度,2023,2023,existing_normalized_year,2023,,,,121,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_sales_02,日本リファイン単体,target,2029年度,2029,2029,existing_normalized_year,2029,,,,189,1,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
