case_id,round,company,page,page_role,source_method,confidence,baseline_year,baseline_sales_oku,target_year,target_sales_oku,increase_oku,increase_target_year,stated_rate_pct,stated_rate_target_year,stated_rate_type,stated_cumulative_growth_pct,calculated_cagr_pct,reported_cagr_pct,multiple,validation_status,selection_score,raw,pdf_url
s2_outline_99,3次,株式会社シュゼット・ホールディングス,2,長期成長ビジョン,sales_box_rectangle,high,,,2030,,135,2030,84,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,131,"コンソーシアム全体の売上成長目標（2024→2030年)
・売上高 84％増
・売上高増加額 135億円増
コンソーシアム全体の",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_99.pdf
s2_outline_113,4次,株式会社アダチ,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,78.33,2030,14.3,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（直近2024～2030年度）
• 売上高増加額:7,833百万円
• 売上高成長率:14.3％（年平均成長率）
一人当たりの",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_113.pdf
s2_outline_115,4次,株式会社コスモス食品,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,37.06,2030,10.02,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
• 売上高増加額3,706百万円
• 売上高 年平均成長率 10.02％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_115.pdf
s2_outline_116,4次,奥伊吹観光株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,,73.2,2030,31.3,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標
（2024年9月期～2030年9月期）
• 売上高増加額7,320百万円
• 売上高成長率31.3％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf
s2_outline_117,4次,瀬戸内海印刷株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,71.3,2030,282.8,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"目 標
会社全体の売上成長目標
(2023～2030年度)
売上高成長率：282.8％ (CAGR：16.0％)
売上高増加額：71.3億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_117.pdf
s2_outline_118,4次,株式会社光洋,1,長期成長ビジョン,sales_box_rectangle,high,,,2031,,246,2031,8.6,2031,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,105,"会社全体の売上成⾧目標（～2031年2月期）
• 売上高年平均成⾧率8.6％
• 売上高増加額246億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_118.pdf
s2_outline_119,4次,株式会社群馬コイケ,1,長期成長ビジョン,sales_box_rectangle,high,2024,22.26,2030,51.96,29.7,2030,15.2,2030,CAGR（数値整合）,,15.17476383297678,,,Box内数値整合確認済み,143,"会社全体の売上成長目標（直近決算～2030年度）
2024年度 2226百万円➨2030年度 5196百万円
• 売上高増加額2970百万円
• 売上高成長率15.2％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_119.pdf
s2_outline_120,4次,株式会社クボテック,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,46.91,2029,17.8,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2029年）
• 売上高増加額4,691百万円
• 売上高成長率17.8％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_120.pdf
s2_outline_121,4次,株式会社ヤマキ食品,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,24.39,2030,12.7,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標
(直近決算2023～2030年度)
• 売上高増加額2,439百万円
• 売上高成長率12.7% (CAGR)",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_121.pdf
s2_outline_122,4次,杉プラスチック工業株式会社,1,長期成長ビジョン,left_column_sales_band,medium,,,2030,,42.42,2030,268.6,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,85,"費する。当社はSDGs等に対応した製造工程・製品の浸透を目指す。 ワクワクする労働環境を整え、さらなる付加価値を生みだす。
〈売上成長目標〉
■2030年度の会社全体の売上高成長率268.6%増 ■2030年度に会社全体の売上高増加額42.42億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_122.pdf
s2_outline_125,4次,株式会社タンケンシールセーコウ,1,長期成長ビジョン,sales_box_rectangle,high,,,,,64.43,,12.3,,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（2025/3～2031/3）
• 売上高増加額：6,443百万円 （6,379→12,822百万円）
• 売上高の年平均成長率（CAGR）：12.3％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_125.pdf
s2_outline_127,4次,株式会社キィポーション,1,長期成長ビジョン,sales_box_rectangle,high,2025,38.41,2030,55.07,,,32.84,2030,CAGR明記,,7.471708713326164,,,Box内数値整合確認済み,135,"○売上成長目標
【2030年6月期（事業化報告3年目）における会社全体の売上目標】
会社全体の売上目標：9,603,625,177円
（基準年度である2027年6月期よりCAGR32.84％成長、＋5,507百万円増加）
 2025年6月期（決算試算）までに3,841百万円へ伸長させた売上高を、川下業者へのプ
ライベートブランド製品企画・開発・提案力・製造能力強化にて成長する海外市場へ
の規模の経済性発揮による総合流通加工サービス拡大での売上拡大を目指す。
○会社全体の1人当たり",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_127.pdf
s2_outline_130,4次,株式会社ピカソナチュラルズ,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,160,149,2030,55,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"会社全体の売上成長目標（2030年6月期 売上目標：160億円）
◼ ピカソナチュラルズ
売上高成長率：55％
⚫
売上高増加額：149億円
⚫
グループの売上目標（2030年6月期 売上目標：371億円）
◼ グループ全体
売上高成長率：20％
⚫
売上高増加額：213億円
⚫",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_130.pdf
s2_outline_131,4次,株式会社中村畜産,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,208.36,2030,18.3,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年度）
• 売上高増加額：20,836百万円(最新決算期比)
• 売上高成長率(CAGR)：18.3％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_131.pdf
s2_outline_132,4次,株式会社コハラ,1,長期成長ビジョン,left_column_sales_band,medium,,,2030,136.8,,,,,,,,,,Box内明記値確認済み（算術検算対象外）,77,"承や労働力不足に悩む地域産業の持続的発展に貢献する。 技術環境に適応できる組織基盤を確立する。
〈売上成長目標〉
■2030年度の会社全体の売上高136.8億円 うち ロボットSIer事業27億円規模に成長",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_132.pdf
s2_outline_133,4次,株式会社ユタカ,1,長期成長ビジョン,sales_box_rectangle,high,,,,,43.4,,212.6,,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標
(2025/3期～2030/3期)
売上高成長率：212.6％ (CAGR：16.3％)
売上高増加額：43.4億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_133.pdf
s2_outline_134,4次,池田薬品工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,50.70996321,,,54.6,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"○会社全体の売上成長目標
【2030年9月期（事業化報告3年目）における会社全体売上目標：5,070,996,321円
（基準年度よりCAGR54.60%、＋3,699百万円増加）
 競合他社が少なく薬価向上が期待できる薬物溶解型、分散・乳化型製剤での国内市場の更なる開拓
による補助事業売上高380.6%UPにて会社全体売上高のCAGR54.60%での成長を目指す。
○会社全体の1人当たり",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_134.pdf
s2_outline_135,4次,株式会社リバイト,1,長期成長ビジョン,visual_manual_override,high,2025,11.2,2031,27.8,16.6,2031,16.3,2031,CAGR明記,,,,,原本画像目視確認済み,93,"当社売上増加目標
合計：2025年2月期11.2億円→2031年2月期27.8億円、増加額16.6億円、CAGR16.3%
住宅機器通販事業：8.0→9.0、増加1.0、CAGR2.0%
リゾート事業：3.3→18.9、増加15.6、CAGR33.9%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_135.pdf
s2_outline_136,4次,木本製菓株式会社,1,長期成長ビジョン,visual_manual_override,high,,,2030,,11.37,2030,17.68,2030,CAGR明記,163,,,,原本画像目視確認済み,115,"売上成長目標（～2030年度〈2031年4月期〉）
年平均成長率（対基準年度）：+17.68%/年
増加額（対基準年度）：+11.37億円〈+163%〉",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_136.pdf
s2_outline_137,4次,株式会社　博多屋,1,長期成長ビジョン,sales_box_rectangle,high,2025,13.4,2029,13.4,2.4,2029,148.1,2029,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,113,"売上成⾧目標
（対2025年2月期）
・2029年２月期までの会社全体の売上高 13.4億円
148.1％
・2029年２月期までの会社全体の売上高成⾧率
・2029年２月期までの会社全体の売上高増加額 4.35億円
ニューブランドホテル （ 98室 売上高 2.4億円）
佐世保ワシントンホテル （190室 売上高 7.8億円）
佐世保グリーンホテル （ 92室 売上高 3.2億円）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_137.pdf
s2_outline_138,4次,株式会社ジーケーエス,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2031,,232.83,2031,15.9,2031,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標
（2024年6月期～2031年6月期）
• 売上高増加額23,283百万円
• 売上高成長率15.9％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_138.pdf
s2_outline_139,4次,株式会社エルス,1,長期成長ビジョン,left_column_sales_band,medium,2025,,2029,108.84,,,26,2029,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,85,"用した新たな収益機会を創出し、物流の枠を超えた総合サービスを展開。 の創出により働きがいのある組織風土を醸成する。
〈売上成長目標〉
※CAGRは2025年度~2029年度の数字
■2029年度の会社全体の売上高10,884百万円（CAGR※26％）・営業利益2,367百万円（CAGR※85%）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_139.pdf
s2_outline_141,4次,古川電気工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2025,122.52,2032,200,99.82,2032,14.5,2032,CAGR明記,,7.251478249856724,,,増加額不整合,143,"会社全体の売上成長目標
（2025年3月期～2032年3月期）
【コンソーシアム合計】
◼ 売上高増加額12,252百万円（目標：20,000百万円）
◼ 売上高年平均成長率14.5％
【古川電気工業単体】
◼ 売上高増加額9,982百万円 （目標：16,500百万円）
◼ 売上高年平均成長率14.2％
【古川工業単体】
◼ 売上高増加額2,270百万円 （目標：3,500百万円）
◼ 売上高年平均成長率16.1％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_141.pdf
s2_outline_143,4次,株式会社ライズクリエイション,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,114,2030,21.8,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年度）
• 売上高増加額11,400百万円
• 売上高成長率21.8％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_143.pdf
s2_outline_144,4次,株式会社シー・エス・ケイ,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,109,2030,30,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
・売上高増加額：10,900百万円 ・売上高成長率：30.0%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_144.pdf
s2_outline_145,4次,株式会社シャノワール,1,長期成長ビジョン,sales_box_rectangle,high,2025,16.86,2031,16.86,1.67,2031,301.9,2031,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
【直近：2025年3月期】 【事業化３年目：2031年3月期】
売上高 1,686百万円 売上高 5,091百万円
営業利益 167百万円 営業利益 1,033百万円
売上高増加額 3,405百万円
売上高成長率 301.9％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_145.pdf
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,,46,2030,19,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
• 売上高増加額46億円（2024年比）
• 売上高年平均成長率19％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_146.pdf
s2_outline_147,4次,株式会社　進和,1,長期成長ビジョン,visual_manual_override,high,,,2031,,335,2031,10.3,2031,売上高成長率明記,,,,,原本画像目視確認済み,85,最終年度（2031年8月期）単体業績目標：売上高成長率10.3%、売上高増加額335億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_147.pdf
s2_outline_148,4次,丹羽鋳造株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,180,99,2030,121.5,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,143,"会社全体の売上成長目標（2030年度 :5年後）
4月期
• 売上高成長率 121.5％（基準年度比）で年平均40.5%up
• 売上高増加額 99億円（売上高180億円突破）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_148.pdf
s2_outline_149,4次,株式会社サン海苔,1,長期成長ビジョン,sales_box_rectangle,high,2025,,2030,,31.39,2030,14,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標
（2025年9月期～2030年9月期）
• 売上高増加額 ＋3,139百万円
• 売上高年平均成長率 14.0％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_149.pdf
s2_outline_150,4次,株式会社玉子屋,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,82.12,2030,155,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年度）
• 売上高増加額＋8,212百万円
• 売上高成長率＋155％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_150.pdf
s2_outline_152,4次,株式会社大熊製作所,1,長期成長ビジョン,sales_box_rectangle,high,2027,,2030,,80.94,2030,298.1,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
• 売上高増加額8,094百万円 ※基準年度(2027年)比
• 売上高成長率298.1％ ※基準年度(2027年)比",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_152.pdf
s2_outline_153,4次,コモライフ株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2030,,225.42,2030,302.2,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（2030年度）
• 売上高増加額＋22,542百万円（2023年度比）
• 売上高成長率＋302.2％（2023年度比）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_153.pdf
s2_outline_154,4次,アルフレッド株式会社,1,長期成長ビジョン,visual_manual_override,high,2024,7,2030,50,43,2030,,,,,38.77524222836646,,,原本画像目視確認済み,115,"会社全体の売上成長目標（～2030年）
売上高：2024年7億円、2025年13億円、2026年25億円、2027年35億円、2028年40億円、2029年45億円、2030年50億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_155,4次,信和化工株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,9.08,2030,15,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
• 売上高増加額908百万円
• 売上高成長率15％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_155.pdf
s2_outline_156,4次,上野ロジケム株式会社,1,長期成長ビジョン,sales_box_rectangle,medium,2023,,2030,75,,,,,,,,,,Box内明記値確認済み（算術検算対象外）,67,"2024年度 2027年度 2030年度
※2023年度とは
2024年6月期決算 (直近年度) (基準年度) (最終年度)
売上高 75億円 91億円 152億円
付加価値額 9.4億円 12.5億円 30.2億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_157,4次,株式会社ワイズマート,1,長期成長ビジョン,sales_box_rectangle,high,2027,,2030,,259,2030,13,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標（27年2月期比較）
•
30年2月期までに会社全体の売上高成長率13％
•
30年2月期までに会社全体の売上高増加額259億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_157.pdf
s2_outline_158,4次,株式会社セントラルフード,1,長期成長ビジョン,left_column_sales_band,medium,,,2030,108.42,,,15,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,85,"加工で培った生産技術を惣菜製造に応用し新たな収益の柱構築。 境を整備し、女性管理職比率向上と従業員の帰属意識強化を図る。
〈売上成長目標〉
※CAGRは基準年度の前年と事業化3年目の期間で算出
■2030年度の会社全体の売上高10,842百万円（CAGR※15%）・営業利益700百万円（CAGR※70%）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_158.pdf
s2_outline_159,4次,株式会社　ファーストライン,1,長期成長ビジョン,sales_box_rectangle,high,2027,,2030,,10.6,2030,18,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（27年～30年）
• 売上高増加額：1,060百万円
• 売上高成長率：18.0％(年率平均）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_159.pdf
s2_outline_160,4次,株式会社ダイドー,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2029,,74.07,2029,23.1,2029,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（2029年度）
• 売上高増加額(2023年度比）：7,407百万円
• 売上高成長率：23.1％（CAGR）
• 給与支給総額：6.5％（CAGR）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_160.pdf
s2_outline_161,4次,株式会社デイリーエッグ,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,290,101,2029,7.4,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"■会社全体の売上成長目標
• 2029年度売上高：290億円
• 2029年度までの売上高増加額：101億円
• 2029年度までの売上高成長率：7.4％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_162,4次,三恵株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2031,,120,2031,8.9,2031,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,105,"会社全体の売上成⻑⽬標（〜31年3⽉期）
• 売上⾼年平均成⻑率8.9％
• 売上⾼増加額120億円
会社全体の賃上げ⽬標
• 2.5%（直近事業年度〜基準年度）
• 7.0%（基準年度〜事業化報告3年⽬）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_162.pdf
s2_outline_163,4次,MHT株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,75,2030,75,75,2030,100,2030,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"会社全体の売上成長目標（～2030年）
現状（直近決算期の実績）
• 2024年12月期の会社全体の売上高75億円
計画の最終年の目標（2030年12月期）
• 会社全体の売上高150億円
• 会社全体の売上高成長率100％
• 会社全体の売上高増加額75億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_164,4次,株式会社東豊精工,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,21.4,2030,14.8,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
• 売上高増加額21.4億円
• 売上高成長率14.8％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_164.pdf
s2_outline_165,4次,株式会社南鐵建,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2031,,206.51,2031,106,2031,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"◆会社全体の売上成長目標
（基準：2024年9月期 目標年度：2031年9月期）
• 売上高増加額 20,651百万円（同成長率 106％）
◆会社全体の賃上目標
• 1.43％（直近事業年度～基準年度）
• 6.44％（基準年度～事業化後3年目）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_165.pdf
s2_outline_166,4次,株式会社新潟食品運輸,1,長期成長ビジョン,sales_box_rectangle,high,,,2031,240,99.1,2031,9.3,2031,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"会社全体の売上成長目標（～2031年）
• 2031年までに会社全体の売上高240億円
• 売上高増加額99.1億円(直近期比)
• 売上高成長率9.3%(25.3期～31.3期)",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_166.pdf
s2_outline_167,4次,株式会社カネヒロ,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,52,2030,10.8,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
• 売上高増加額52億円
• 売上高成長率（年平均成長率）10.8%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_167.pdf
s2_outline_168,4次,明和工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2025,168.4,2031,247.5,35.6,2031,20.9,2031,CAGR明記,,6.628226543673543,,,増加額不整合,143,"会社全体の売上成長目標（2025年3月期～2031年3月期）
【明和工業】
・売上増加額 約168.4億円（2030年目標値247.5億円）
・年平均売上高成長率CAGR＝20.9％
【ヨシカワ機械】
・売上増加額 約35.6億円（2030年目標値39.4億円）
・年平均売上高成長率CAGR＝47.6％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_170,4次,鈴木鉄工株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2031,,152,2031,12.5,2031,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（直近決算～2031年）
• 売上高成長率：年平均成長率 12.5%
• 売上高増加額：152億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_170.pdf
s2_outline_171,4次,オギハラ食品株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,31.43,2030,49.4,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（基準年度～2030年度）
• 売上高増加額3,143百万円
• 売上高成長率49.4％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_171.pdf
s2_outline_172,4次,株式会社環境整備産業,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,,22.8,2030,12,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標(2024年9月期-2030年9月期)
• 売上高増加額：+22.8億円
• 売上高成長率：年平均成長率+12.0％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_172.pdf
s2_outline_174,4次,ナカネ新建材株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,171,106,2030,163,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"会社全体の売上成長目標（～2030年）
• 売上高171億円
• 売上高増加額106億円
• 売上高成長率163％（直近期末→30年10月期）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_174.pdf
s2_outline_175,4次,化成工業株式会社,1,長期成長ビジョン,left_column_sales_band,medium,2025,58.6,2031,114.7,56.1,2031,11.8,2031,CAGR（数値整合）,,11.843556057198645,,,Box内数値整合確認済み,63,"• 大型部品の受注が大きく伸び
2025年3月期 2031年3月期 売上高成長率
トルネックを解消しないと成長
（直近年度） （6年後）
難しいものの、当社が対応で
売上高 58.6億円 114.7億円 CAGR11.8％ る⇒今後の大型部品の受注
増加額：＋56.1億円
• 協力会社に一部製造を委託
善できれば、大きな成長が見",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_175.pdf
s2_outline_176,4次,北アルプス飲料株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,63.82,2030,480,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,105,"会社全体の売上成⾧目標（2030年）
 売上高増加額6,382百万円
 売上高成⾧率480％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_176.pdf
s2_outline_177,4次,八光エルアール株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,127.09,2030,7.9,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年12月期）
• 売上高成長率7.9％
• 売上高増加額12,709百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_177.pdf
s2_outline_178,4次,株式会社メタルテック,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,159,2030,8.2,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～30年）
• 売上高成長率8.2％
• 売上高増加額159億円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_178.pdf
s2_outline_179,4次,株式会社クラスコ,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,15.8,2030,40.1,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年度）
• 売上高増加額 1,580百万円（最新決算期比較）
• 売上高成長率 40.1％（基準年度～2030年度）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_179.pdf
s2_outline_180,4次,株式会社森田あられ,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,,73.76,2030,9,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（2024年度～2030年度）
• 売上高増加額＋7,376百万円
• 売上高成長率＋9.0％（2024年度から2030年度での年平均）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_180.pdf
s2_outline_181,4次,株式会社手原産業倉庫,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,36.31,2030,9.01,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年）
• 売上高増加額3,631百万円
• 売上高成長率9.01％",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_181.pdf
s2_outline_182,4次,株式会社北十,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,20.77,2030,23.8,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"右されない「持続可能なビジネスモデル」の構築を目指していく。
会社全体の売上成長目標（基準年度～30年）
• 売上高成長率 23.8％
• 売上高増加額 2,077百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_182.pdf
s2_outline_183,4次,ナカシマヘルスフォース株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,185.98,2030,18.4,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"会社全体の売上成長目標（～2030年度）
• 売上高増加額18,598百万円
• 売上高成長率18.4％（CAGR）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_183.pdf
